google_category,title,address,opening_hrs,website,phone,plus_code,review,total number of reviews
Gun shop,Tenda Canada Inc,"250 West Beaver Creek Rd #10, Richmond Hill, ON L4B 1C7",Opens at 9:00 a.m.,gotenda.com,(905) 597-4772,"RJW6+2M Richmond Hill, Ontario",3.8,546 reviews
Grocery store,Zain's,"11 Ivy Bush Ave, Scarborough, ON M1V 2W7",Opens at 9:00 a.m.,zainsgrocery.com,(416) 321-6005,"RM6Q+69 Scarborough, Toronto, ON",4.3,128 reviews
Honda dealer,Richmond Hill Honda,"77 16th Ave, Richmond Hill, ON L4C 7A5",opening hr not provided,richmondhillhonda.com,(905) 731-8899,"VH3C+72 Richmond Hill, Ontario",4.0,842 reviews
Grocery store,Fortinos,"330 Queens Plate Dr, Etobicoke, ON M9W 7J7",Opens at 7:00 a.m.,fortinos.ca,(416) 745-4675,"PCC3+PF Etobicoke, Toronto, ON",4.4,"2,885 reviews"
Supermarket,Carribean Island Food Market,"3432 Weston Rd, North York, ON M9M 2W1",Opens at 9:30 a.m.,carribean-food.poi.place,(647) 430-5717,"QF24+6W North York, Toronto, ON",4.0,135 reviews
Mexican grocery store,Market-tino,"2801 Keele St #102, North York, ON M3M 2G6",Opens at 10:00 a.m.,facebook.com,(416) 614-7701,"PGH9+R2 North York, Toronto, ON",4.3,109 reviews
Supermarket,Marcheleo's Gourmet Marketplace,"150 Wynford Dr, North York, ON M3C 1K6",Opens at 8:00 a.m.,marcheleos.com,(416) 384-0100,"PMGF+WG North York, Toronto, ON",4.3,224 reviews
Grocery store,Fresh City,"695 Bay St, Toronto, ON M5G 1Z4",Opens at 8:00 a.m.,freshcityfarms.com,(416) 792-3939,"MJ58+84 Toronto, Ontario",4.4,61 reviews
Shopping mall,SmartCentres Richmond Hill,"1070 Major Mackenzie Dr E, Richmond Hill, ON L4S 1P3",Open now: Open 24 hours,smartcentres.com,(905) 760-6200,"VHGQ+JQ Richmond Hill, Ontario",4.1,"1,308 reviews"
Gourmet grocery store,Bruno's Fine Foods,"2055 Avenue Rd, North York, ON M5M 4A7",Opens at 8:00 a.m.,brunosfinefoods.ca,(416) 481-5560,"PHPJ+J2 North York, Toronto, ON",4.4,81 reviews
Department store,Walmart Supercentre,"700 Centre St, Vaughan, ON L4J 0A7",opening hr not provided,walmart.ca,(905) 709-4494,"RG6W+GQ Vaughan, Ontario",3.9,"1,334 reviews"
Restaurant,Cafe Landwer,"9340 Bathurst St #1, Maple, ON L6A 4N9",Opens at 9:00 a.m.,landwer.ca,(905) 417-0707,"RGXQ+HX Vaughan, Ontario",4.3,"1,683 reviews"
Grocery store,Maeli Market,"18 William Sylvester Dr, Toronto, ON M2J 0E9",Opens at 10:30 a.m.,website not available,(416) 495-0000,"QMC9+46 Toronto, Ontario",4.6,54 reviews
Fresh food market,Farm Boy,"1005 Lake Shore Blvd E, Toronto, ON M4M 1B3",opening hr not provided,farmboy.ca,(416) 469-0757,"MM59+4Q Toronto, Ontario",4.6,685 reviews
Shelving store,Metalsistem Canada Inc,"121 Granton Dr #21, Richmond Hill, ON L4B 3N4",Opens at 9:00 a.m.,metalsistemcanada.ca,(905) 886-9499,"VJ66+2R Richmond Hill, Ontario",4.7,12 reviews
Organic food store,Fresh City,"111 Ossington Ave, Toronto, ON M6J 2Z2",Opens at 10:00 a.m.,freshcityfarms.com,(647) 352-2489,"JHWJ+H5 Toronto, Ontario",4.4,60 reviews
Asian restaurant,Asian Gourmet,"6228 Yonge St, North York, ON M2M 3X4",Opens at 10:00 a.m.,website not available,(416) 222-1691,"QHWG+8R North York, Toronto, ON",2.6,25 reviews
Health food store,Healthy Planet Scarborough (Warden & Eglinton),"8 Lebovic Ave Suite 3b, Scarborough, ON M1L 4V9",Opens at 10:00 a.m.,healthyplanetcanada.com,(416) 750-7979,"PPG5+4C Scarborough, Toronto, ON",4.1,109 reviews
Grocery store,Unboxed Market,"1263 Dundas St W, Toronto, ON M6J 1X6",Closed today,unboxedmarket.com,(416) 533-9017,"JHXG+P6 Toronto, Ontario",4.4,173 reviews
Grocery store,Rocca's No Frills,"269 Coxwell Ave, Toronto, ON M4L 3B5",Opens at 8:00 a.m.,nofrills.ca,+1 866-987-6453,"MMFJ+F8 Toronto, Ontario",3.7,565 reviews
