google_category,title,address,opening_hrs,website,phone,plus_code,review,total number of reviews
Health food store,Healthy Planet Danforth,"568 Danforth Ave, Toronto, ON M4K 1R1",Opens at 9:00 a.m.,healthyplanetcanada.com,(416) 465-9998,"MMH3+F4 Toronto, Ontario",4.3,117 reviews
Health food store,Organic Garage,"43 Junction Rd, Toronto, ON M6N 1B5",Opens at 9:00 a.m.,organicgarage.com,(416) 761-1500,"MG9P+2M Toronto, Ontario",4.2,144 reviews
Health food store,Shing Hing Foods,"1571 Sandhurst Cir Unit 131, Scarborough, ON M1V 1V2",opening hr not provided,shinghingfood.com,(416) 291-6933,"RP5J+P5 Scarborough, Toronto, ON",3.5,2 reviews
Grocery store,Loblaws,"5095 Yonge St, North York, ON M2N 6Z4",opening hr not provided,loblaws.ca,(416) 512-9430,"QH9Q+G4 North York, Toronto, ON",4.0,"1,398 reviews"
Honey farm,Oneroot Honey,"7181 Yonge St Suite 181, Markham, ON L3T 0C7",opening hr not provided,onehoney.ca,+1 855-701-7668,"RH3J+F4 Markham, Ontario",5.0,5 reviews
Health food store,nutrition house Brookfield,"161, 50 Bay St C, Toronto, ON M5J 2S1",Opens at 11:00 a.m.,nutritionhouse.com,(416) 504-9364,"JJWC+WH Toronto, Ontario",review not available,not available
Organic food store,Organic Trade Company Canada Inc.,"1 Royal Gate Blvd f, Woodbridge, ON L4L 8Z7",opening hr not provided,otccanada.ca,(416) 987-2772,"Q99J+P9 Vaughan, Ontario",review not available,not available
Health food store,Healthy Planet Etobicoke,"1000 Islington Ave #3, Etobicoke, ON M8Z 4P8",Opens at 9:00 a.m.,healthyplanetcanada.com,(416) 259-5197,"JFJJ+2M Etobicoke, Toronto, ON",3.6,201 reviews
Health food store,S&H Health Foods,"25 Peel Centre Dr, Brampton, ON L6T 3R5",Opens at 10:00 a.m.,sandhhealth.com,(905) 792-6947,"P78H+HC Brampton, Ontario",3.7,3 reviews
Natural goods store,Noah's Natural Foods - King & Spadina,"430 King St W, Toronto, ON M5V 1K3",Opens at 10:00 a.m.,noahsnaturalfoods.ca,(416) 260-8900,"JJW4+8C Toronto, Ontario",4.2,93 reviews
Cafe,Tim Hortons,"10 Trench St, Richmond Hill, ON L4C 4Z3",Opens at 7:00 a.m.,timhortons.com,(905) 883-2227,"VG9X+VR Richmond Hill, Ontario",4.1,105 reviews
Health food store,Soya Street,"8360 Kennedy Rd, Unionville, ON L3R 9W4",opening hr not provided,website not available,(905) 948-1303,"VM5W+Q7 Markham, Ontario",2.0,5 reviews
Grocery store,Loblaws,"2877 Bayview Ave, North York, ON M2K 2S3",opening hr not provided,loblaws.ca,(416) 733-1783,"QJ97+G4 North York, Toronto, ON",4.1,"1,482 reviews"
Juice shop,Revitasize,"1470 Centre St #15, Thornhill, ON L4J 3N1",Opens at 9:00 a.m.,revitasize.ca,(905) 882-7979,"RG4G+GM Vaughan, Ontario",4.5,117 reviews
Grocery store,Real Canadian Superstore,"15900 Bayview Ave, Aurora, ON L4G 7Y3",Opens at 7:00 a.m.,realcanadiansuperstore.ca,(905) 726-9532,"2HC2+V6 Aurora, Ontario",4.2,"1,485 reviews"
Fast food restaurant,freshii,"10755 Leslie St, Richmond Hill, ON L4S 0B2",Opens at 10:30 a.m.,freshii.com,(289) 317-1831,"VJX3+QQ Richmond Hill, Ontario",4.0,89 reviews
Health food store,Nature's Alternate Health Food,"1448 Lawrence Av E, North York, ON M4A 2V6",opening hr not provided,website not available,Phone not available,"PMRP+Q5 North York, Toronto, ON",5.0,1 review
Food products supplier,Bulk Barn,"14800 Yonge St, Aurora, ON L4G 1N3",Opens at 10:00 a.m.,bulkbarn.ca,(905) 751-1822,"XGQM+3V Aurora, Ontario",4.4,25 reviews
Health food store,Peaches & Green,"1561 Bayview Ave, East York, ON M4G 3B5",Opens at 10:00 a.m.,peachesandgreen.com,(416) 488-6321,"PJ4G+62 East York, Toronto, ON",5.0,4 reviews
Health food restaurant,Healthy Alternative,"225 Industrial Pkwy S #35, Aurora, ON L4G 3V5",opening hr not provided,healthyalternative.ca,(647) 812-0178,"XGVW+3H Aurora, Ontario",5.0,33 reviews
Natural goods store,Noah's Natural Foods - Bloor & Spadina,"322 Bloor St W, Toronto, ON M5S 1W5",Opens at 10:30 a.m.,noahsnaturalfoods.ca,(416) 968-7930,"MH8W+QM Toronto, Ontario",4.1,107 reviews
Grocery store,Loblaws,"200 Bullock Dr, Markham, ON L3P 1W2",opening hr not provided,loblaws.ca,(905) 294-4922,"VPF8+J6 Markham, Ontario",4.1,"1,728 reviews"
Health food store,Whole Family Health Food,"Georgina, ON L4P 0H3",Opens at 10:00 a.m.,wholefamilyhealthfood.com,(905) 476-7117,"6HC3+CQ Georgina, Ontario",4.8,29 reviews
Food products supplier,Genesis Bulk & Natural Foods,"3877 Jane St, North York, ON M3N 2K1",Opens at 10:00 a.m.,genesisbulkfoods.com,(416) 635-5109,"QF4M+9Q North York, Toronto, ON",5.0,2 reviews
Health food store,Royal Jubilee,"4168 Finch Ave E G53, Scarborough, ON M1S 5H6",Opens at 11:00 a.m.,royaljubilee.net,(416) 986-7788,"RP36+GC Scarborough, Toronto, ON",4.5,2 reviews
Herb shop,River Herbs,"11 Fairburn Dr #33, Markham, ON L6G 0A4",Opens at 10:00 a.m.,riverherbs.ca,(905) 305-6868,"RMW2+WF Markham, Ontario",4.3,8 reviews
Health food store,Specialty Food Shop,"555 University Ave, Toronto, ON M5G 1X8",Opens at 8:00 a.m.,specialtyfoodshop.ca,(416) 813-5294,"MJ46+VW Toronto, Ontario",4.3,8 reviews
Health food store,S & H Health Foods,"100 City Centre Dr, Mississauga, ON L5B 2C9",Opens at 10:00 a.m.,sandhhealth.com,(905) 803-1036,"H9V5+4F Mississauga, Ontario",3.5,4 reviews
Health food store,LivClean Meals,"551 Jevlan Dr, Woodbridge, ON L4L 8W1",opening hr not provided,livcleanmeals.com,(905) 805-7119,"RF42+MQ Vaughan, Ontario",4.9,24 reviews
Pharmacy,Shoppers Drug Mart,"118 Tower Hill Rd Building C1, Richmond Hill, ON L4E 0K6",opening hr not provided,stores.shoppersdrugmart.ca,(905) 737-4799,"WH72+P5 Richmond Hill, Ontario",3.1,47 reviews
Grocery store,Vince & Franca’s No Frills,"1631 Rutherford Rd, Vaughan, ON L4K 0C1",Opens at 8:00 a.m.,nofrills.ca,+1 866-987-6453,"RGR7+GQ Vaughan, Ontario",4.1,"1,327 reviews"
Health food store,譚華枝中醫 - Seasonal Health Care Equipment & Herbs Co Ltd,"4215 Sheppard Ave E, Scarborough, ON M1S 5H5",Opens at 10:00 a.m.,website not available,(416) 321-0616,"QPPC+3V Scarborough, Toronto, ON",review not available,not available
Health food store,Nature’s Alternate Health Food,"1880 Eglinton Ave E Unit 32A, Scarborough, ON M1L 2L1",Opens at 9:00 a.m.,naturesalternatehealthfood.com,(416) 288-6444,"PPG2+H3 Scarborough, Toronto, ON",3.0,2 reviews
Store,Canada Health Food & Gift Center,"Toronto, ON M1S 4R5",opening hr not provided,website not available,Phone not available,"QPM6+GQ Toronto, Ontario",review not available,not available
Store,Canada Health Food & Gift Center,"Toronto, ON M1S 4R5",opening hr not provided,website not available,Phone not available,"QPM6+GQ Toronto, Ontario",review not available,not available
Supermarket,Metro,"20 Church Ave, Toronto, ON M2N 0B7",opening hr not provided,metro.ca,(416) 224-2600,"QHFP+QP Toronto, Ontario",4.2,"1,971 reviews"
Grocery store,Sobeys Aurora Bayview,"15500 Bayview Ave, Aurora, ON L4G 7J1",opening hr not provided,sobeys.com,(905) 726-2530,"2H63+QF Aurora, Ontario",4.3,628 reviews
Coffee store,Starbucks,"1241 Elgin Mills Rd E Building C, Richmond Hill, ON L4S 0B5",Opens at 5:30 a.m.,starbucks.ca,(905) 508-9956,"VHWW+GC Richmond Hill, Ontario",4.1,497 reviews
Health food store,Shining Gold,"4600 Steeles Ave E Unite 106, Markham, ON L3R 5J1",Opens at 10:30 a.m.,shininggold.ca,(905) 604-4707,"RPG3+H4 Markham, Ontario",3.9,9 reviews
Organic food store,Organic Garage,"42 Hanna Ave, Toronto, ON M6K 1X1",Opens at 9:00 a.m.,organicgarage.com,(647) 426-0011,"JHQJ+P2 Toronto, Ontario",4.7,195 reviews
Health food store,"Nature's Source ""Health Food Stores"" - Oakville","2391 Trafalgar Rd, Oakville, ON L6H 6K7",Opens at 9:00 a.m.,natures-source.com,(905) 257-1655,"F7MP+X2 Oakville, Ontario",4.2,34 reviews
Supermarket,Metro,"6201 Bathurst St, North York, ON M2R 2A5",Opens at 7:00 a.m.,metro.ca,(416) 228-1110,"QHR4+G4 North York, Toronto, ON",4.2,306 reviews
Health food restaurant,Freshii,"9360 Bathurst St, Maple, ON L6A 4N9",Opens at 10:00 a.m.,freshii.com,(905) 832-2154,"RGXR+V4 Vaughan, Ontario",4.2,233 reviews
Health food store,Healthy Planet Pickering,"1725 Kingston Rd, Pickering, ON L1V 4L9",Opens at 10:00 a.m.,healthyplanetcanada.com,(905) 239-7922,"RWXH+8F Pickering, Ontario",3.8,86 reviews
Health food store,Active Immunization Health INC,"332 Nantucket Blvd, Scarborough, ON M1P 2P4",Opens at 9:00 a.m.,dailyblooming.com,(416) 628-5600,"QP7C+5X Scarborough, Toronto, ON",review not available,not available
Supermarket,Longo's Bayview,"7355 Bayview Ave, Thornhill, ON L3T 5Z2",Opens at 7:00 a.m.,longos.com,(905) 882-4646,"RJ72+G9 Markham, Ontario",4.4,435 reviews
Wholesaler,Ozawa Canada Inc,"100 East Beaver Creek Rd #2, Richmond Hill, ON L4B 1J6",Opens at 9:00 a.m.,ozawa.ca,(905) 731-5088,"VJ3C+VX Richmond Hill, Ontario",2.8,12 reviews
Sandwich shop,Pita Pit,"1070 Major Mackenzie Dr E, Richmond Hill, ON L4B 4R8",Opens at 11:00 a.m.,pitapit.ca,(905) 237-8090,"VHGP+R9 Richmond Hill, Ontario",4.0,115 reviews
Discount supermarket,Food Basics,"300 John St, Markham, ON L3T 5W4",opening hr not provided,foodbasics.ca,(905) 886-0983,"RJC2+5J Markham, Ontario",4.0,474 reviews
Department store,Walmart Supercentre,"700 Centre St, Vaughan, ON L4J 0A7",Opens at 7:00 a.m.,walmart.ca,(905) 709-4494,"RG6W+GQ Vaughan, Ontario",3.9,"1,334 reviews"
Health food store,Nutrition House Heartland,"5885 Rodeo Dr Unit 5, Mississauga, ON L5R 4C1",Opens at 11:00 a.m.,nutritionhouse.com,(905) 361-0149,"J866+94 Mississauga, Ontario",3.9,49 reviews
Grocery store,Whole Foods Market,"87 Avenue Rd, Toronto, ON M5R 3R9",opening hr not provided,wholefoodsmarket.com,(416) 944-0500,"MJC4+Q3 Toronto, Ontario",4.2,
Health food store,The Canada Ginseng Technology,"131 Eddystone Ave, North York, ON M3N 1H5",Opens at 9:00 a.m.,sahm-ginseng.com,(416) 746-4877,"PFXJ+58 North York, Toronto, ON",5.0,2 reviews
Juice shop,Booster Juice,"9342 Bathurst Street Unit #K01003A, Vaughan, ON L6A 4N9",Opens at 8:00 a.m.,boosterjuice.com,(905) 417-6050,"RGXQ+GP Vaughan, Ontario",4.0,149 reviews
Vitamin & supplements store,GNC - General Nutrition Centres,"FAIRVIEW MALL, 1800 Sheppard Ave E, North York, ON M2J 5A7",Opens at 11:00 a.m.,gnc.ca,(416) 494-1023,"QMH4+86 North York, Toronto, ON",3.6,24 reviews
Grocery store,Carlo's No Frills,"6220 Yonge St, North York, ON M2M 3X4",opening hr not provided,nofrills.ca,+1 866-987-6453,"QHVH+V8 North York, Toronto, ON",4.1,"2,469 reviews"
Health food store,Baldwin Naturals,"16 Baldwin St, Toronto, ON M5T 1L2",Opens at 12:00 p.m.,website not available,(416) 979-1777,"MJ44+GR Toronto, Ontario",4.8,54 reviews
Health and beauty shop,Aloe Vera Products,adress not available,Opens at 10:00 a.m.,shopnow.foreverliving.com,(647) 280-0191,plus code available,review not available,not available
Grocery store,Ross' No Frills,"14800 Yonge St, Aurora, ON L4G 1N3",Opens at 8:00 a.m.,nofrills.ca,+1 866-987-6453,"XGPM+P9 Aurora, Ontario",4.0,539 reviews
Health food store,Tottenham Health Foods,"81 Queen St S, Tottenham, ON L0G 1W0",Opens at 9:00 a.m.,tottenhamhealthfoods.com,(905) 936-4477,"259W+M6 New Tecumseth, Ontario",5.0,11 reviews
Pharmacy,Pharmasave Grand Genesis,"9080 Yonge St #6A, Richmond Hill, ON L4C 0Y7",Opens at 9:00 a.m.,grandgenesispharmacy.com,(905) 597-1560,"RHX9+G3 Richmond Hill, Ontario",3.1,43 reviews
Coffee store,Starbucks,"11108 Yonge St, Richmond Hill, ON L4C 0M6",Opens at 6:00 a.m.,starbucks.ca,(905) 770-8659,"VHX4+68 Richmond Hill, Ontario",4.3,575 reviews
Health food store,Peachtree Health Foods,"2239 Bloor St W, Toronto, ON M6S 1N7",Opens at 10:00 a.m.,peachtreehealthfoods.com,(416) 913-4466,"MG2F+87 Toronto, Ontario",4.0,12 reviews
Health food store,Nutrition House Square One,"100 City Centre Dr, Mississauga, ON L5B 2C9",Opens at 11:00 a.m.,squareone.nutritionhouse.com,(905) 275-1264,"H9V4+35 Mississauga, Ontario",3.7,9 reviews
Discount supermarket,Food Basics,"17725 Yonge St, Newmarket, ON L3Y 5H6",Opens at 8:00 a.m.,foodbasics.ca,(905) 895-9700,"3G5C+M4 Newmarket, Ontario",4.0,407 reviews
Health food store,S & H Health Foods,"South Common Centre, 2150 Burnhamthorpe Rd W, Mississauga, ON L5L 3A2",Opens at 10:00 a.m.,sandhhealth.com,(905) 607-9401,"G8V8+GW Mississauga, Ontario",3.5,10 reviews
Supermarket,Galati Market Fresh,"5845 Leslie St, North York, ON M2H 1J8",Opens at 8:00 a.m.,galatimarketfresh.com,(416) 756-2000,"QJXJ+5F North York, Toronto, ON",4.2,591 reviews
Grocery store,Longo's Weston,"9200 Weston Rd, Woodbridge, ON L4H 2P8",Opens at 7:30 a.m.,longos.com,(905) 850-6161,"RCGR+QP Vaughan, Ontario",4.3,309 reviews
Pharmacy,Pharmasave Yorkdale Pharmacy,"11685 Yonge St A104, Richmond Hill, ON L4E 4L8",Opens at 9:00 a.m.,pharmasave.com,(905) 770-7775,"WH73+29 Richmond Hill, Ontario",4.7,12 reviews
Health food store,S & H Health Foods,"1615 Dundas St E, Whitby, ON L1N 2L1",opening hr not provided,sandhhealth.com,(905) 571-0977,"V3PQ+9H Whitby, Ontario",3.3,12 reviews
Health food store,Nature's Counter,"Cloverdale Mall, 250 The East Mall, Etobicoke, ON M9B 3Y8",Opens at 11:00 a.m.,natures-counter.ca,(416) 236-1409,"JCJV+9V Etobicoke, Toronto, ON",4.6,8 reviews
Health food store,Saffron & Coriander,"1983 Lawrence Ave E, Scarborough, ON M1R 2Z2",Opens at 11:00 a.m.,website not available,(416) 752-7157,"PPV3+VG Scarborough, Toronto, ON",2.8,9 reviews
Health food store,Goodbye Gluten,"2066 Avenue Rd, North York, ON M5M 4A6",Opens at 10:00 a.m.,goodbyegluten.com,(416) 781-9191,"PHPH+GR North York, Toronto, ON",4.4,29 reviews
